customer_id,recency,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,RFM_composite,segment,cluster,cluster_label
CUST_00929,427,4,724.94,181.235,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_00930,429,4,751.99,187.9975,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_00931,588,1,28.11,28.11,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_00932,1,21,8576.58,408.4085714285714,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_00933,3,2,382.12,191.06,4,1,1,411,1.9,New Customers,2,Loyal High-Value
CUST_00934,0,21,34412.86,1638.7076190476191,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_00935,12,15,8096.299999999999,539.7533333333333,3,5,5,355,4.4,Loyal Customers,2,Loyal High-Value
CUST_00936,502,4,566.59,141.6475,1,2,1,121,1.35,Hibernating,1,Regular Customers
CUST_00937,3,7,1416.87,202.41000000000005,4,3,2,432,2.95,Potential Loyalists,2,Loyal High-Value
CUST_00938,23,7,1282.16,183.1657142857143,2,3,2,232,2.3499999999999996,Regular,2,Loyal High-Value
CUST_00939,18,4,1769.3100000000002,442.3275,3,2,3,323,2.6499999999999995,Regular,2,Loyal High-Value
CUST_00940,2,14,5199.97,371.4264285714286,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_00941,29,6,1933.41,322.235,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_00942,20,8,3804.65,475.58125,3,3,4,334,3.3499999999999996,Needs Attention,2,Loyal High-Value
CUST_00943,3,20,8601.56,430.078,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_00944,0,28,25421.16,907.8985714285716,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_00945,24,5,1564.52,312.904,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_00946,0,23,11326.22,492.4443478260869,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_00947,630,1,17.48,17.48,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_00948,0,3,426.46,142.15333333333334,5,1,1,511,2.2,New Customers,2,Loyal High-Value
CUST_00949,1,5,1826.42,365.284,5,2,3,523,3.25,New Customers,2,Loyal High-Value
CUST_00950,1,14,3711.41,265.1007142857143,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_00951,85,6,2622.9800000000005,437.1633333333334,1,3,3,133,2.3999999999999995,At Risk,2,Loyal High-Value
CUST_00952,593,1,66.58,66.58,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_00953,63,2,3188.06,1594.03,2,1,4,214,2.3499999999999996,About to Sleep,2,Loyal High-Value
CUST_00954,34,2,780.59,390.295,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_00955,8,11,4256.72,386.9745454545455,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_00956,1,9,2914.9,323.8777777777778,5,4,3,543,3.95,Potential Loyalists,2,Loyal High-Value
CUST_00957,14,4,2904.36,726.09,3,2,3,323,2.6499999999999995,Regular,2,Loyal High-Value
CUST_00958,21,6,860.0400000000001,143.34,3,3,2,332,2.6499999999999995,Needs Attention,2,Loyal High-Value
CUST_00959,472,3,595.14,198.38,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_00960,1,13,4196.54,322.8107692307692,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_00961,20,6,1040.53,173.42166666666665,3,3,2,332,2.6499999999999995,Needs Attention,2,Loyal High-Value
CUST_00962,13,4,479.09,119.7725,3,2,1,321,1.9499999999999995,Regular,2,Loyal High-Value
CUST_00963,403,4,3675.62,918.905,1,2,4,124,2.4,About to Sleep,1,Regular Customers
CUST_00964,29,4,1870.49,467.6225,2,2,3,223,2.3499999999999996,About to Sleep,2,Loyal High-Value
CUST_00965,43,4,743.99,185.9975,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_00966,67,7,3472.69,496.09857142857146,2,3,4,234,3.05,At Risk,2,Loyal High-Value
CUST_00967,61,4,946.09,236.5225,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_00968,13,8,2092.1099999999997,261.51374999999996,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_00969,5,8,1949.11,243.63875,4,3,3,433,3.3,Potential Loyalists,2,Loyal High-Value
CUST_00970,38,10,3253.33,325.33299999999997,2,4,4,244,3.4,Loyal Customers,2,Loyal High-Value
CUST_00971,16,10,3361.76,336.176,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_00972,406,3,3029.42,1009.8066666666668,1,1,3,113,1.6999999999999995,About to Sleep,1,Regular Customers
CUST_00973,513,2,1995.67,997.835,1,1,3,113,1.6999999999999995,About to Sleep,1,Regular Customers
CUST_00974,14,6,3551.88,591.98,3,3,4,334,3.3499999999999996,Needs Attention,2,Loyal High-Value
CUST_00975,30,9,1630.87,181.20777777777775,2,4,3,243,3.05,At Risk,2,Loyal High-Value
CUST_00976,0,12,5354.21,446.1841666666666,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_00977,68,2,1201.66,600.8299999999999,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_00978,1,4,1781.81,445.4525,5,2,3,523,3.25,New Customers,2,Loyal High-Value
CUST_00979,24,7,3608.02,515.4314285714286,2,3,4,234,3.05,At Risk,2,Loyal High-Value
CUST_00980,113,2,91.53,45.765,1,1,1,111,1.0,Hibernating,2,Loyal High-Value
CUST_00981,1,25,27953.97,1118.1588000000002,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_00982,495,2,341.40999999999997,170.70499999999998,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_00983,40,3,826.9,275.6333333333333,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_00984,1,22,11203.18,509.23545454545456,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_00985,18,14,4789.37,342.09785714285715,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_00986,0,25,38399.27,1535.9708,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_00987,37,14,4498.38,321.3128571428571,2,4,4,244,3.4,Loyal Customers,2,Loyal High-Value
CUST_00988,8,13,4887.65,375.9730769230769,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_00989,23,13,2054.17,158.01307692307694,2,4,3,243,3.05,At Risk,2,Loyal High-Value
CUST_00990,425,1,506.82,506.82,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_00991,4,11,8352.59,759.3263636363637,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_00992,11,14,3168.59,226.3278571428571,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_00993,2,20,10093.34,504.667,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_00994,79,2,254.68,127.34,1,1,1,111,1.0,Hibernating,2,Loyal High-Value
CUST_00995,0,12,3623.75,301.9791666666667,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_00996,404,4,975.12,243.78,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_00997,120,3,1677.9,559.3000000000001,1,1,3,113,1.6999999999999995,About to Sleep,2,Loyal High-Value
CUST_00998,467,2,94.14,47.07,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_00999,15,2,651.16,325.58,3,1,1,311,1.6,Regular,2,Loyal High-Value
CUST_01000,6,14,7058.34,504.1671428571429,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_01001,20,13,5779.79,444.5992307692307,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_01002,36,1,328.62,328.62,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_01003,5,9,4104.59,456.0655555555556,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_01004,1,7,1894.16,270.5942857142857,5,3,3,533,3.5999999999999996,Potential Loyalists,2,Loyal High-Value
CUST_01005,0,18,9490.42,527.2455555555556,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01006,0,15,10935.34,729.0226666666666,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01007,32,5,3989.11,797.8219999999999,2,2,4,224,2.6999999999999997,About to Sleep,2,Loyal High-Value
CUST_01008,7,4,2626.9,656.725,4,2,3,423,2.9499999999999997,New Customers,2,Loyal High-Value
CUST_01009,16,7,3489.6000000000004,498.5142857142858,3,3,4,334,3.3499999999999996,Needs Attention,2,Loyal High-Value
CUST_01010,0,28,35845.86,1280.2092857142857,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_01011,24,5,1685.58,337.116,2,2,3,223,2.3499999999999996,About to Sleep,2,Loyal High-Value
CUST_01012,33,4,2815.77,703.9425,2,2,3,223,2.3499999999999996,About to Sleep,2,Loyal High-Value
CUST_01013,11,6,3678.66,613.11,3,3,4,334,3.3499999999999996,Needs Attention,2,Loyal High-Value
CUST_01014,44,3,1153.8,384.6,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_01015,18,14,5893.5199999999995,420.9657142857142,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_01016,3,19,11091.38,583.7568421052632,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_01017,5,14,8228.1,587.7214285714286,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_01018,8,7,1470.86,210.12285714285716,4,3,2,432,2.95,Potential Loyalists,2,Loyal High-Value
CUST_01019,2,21,8720.65,415.2690476190476,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01020,1,9,858.96,95.44,5,4,2,542,3.5999999999999996,Potential Loyalists,2,Loyal High-Value
CUST_01021,429,3,1215.16,405.05333333333334,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_01022,14,7,2407.26,343.8942857142857,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_01023,517,3,684.4000000000001,228.13333333333335,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_01024,0,12,2831.56,235.96333333333337,5,4,3,543,3.95,Potential Loyalists,2,Loyal High-Value
CUST_01025,38,4,1378.63,344.65749999999997,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_01026,19,10,2729.96,272.996,3,4,3,343,3.3499999999999996,Regular,2,Loyal High-Value
CUST_01027,4,19,6074.63,319.71736842105264,4,5,4,454,4.35,Champions,2,Loyal High-Value
CUST_01028,477,4,427.16,106.79,1,2,1,121,1.35,Hibernating,1,Regular Customers
CUST_01029,10,14,4204.4,300.3142857142857,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_01030,226,2,1212.46,606.23,1,1,2,112,1.35,About to Sleep,2,Loyal High-Value
CUST_01031,2,20,10376.08,518.804,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01032,491,4,595.54,148.885,1,2,1,121,1.35,Hibernating,1,Regular Customers
CUST_01033,1,14,4968.44,354.8885714285714,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_01034,64,7,5264.650000000001,752.0928571428573,2,3,4,234,3.05,At Risk,2,Loyal High-Value
CUST_01035,1,22,8858.47,402.6577272727272,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01036,447,4,969.19,242.2975,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_01037,1,12,4038.15,336.5125,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_01038,523,1,52.18,52.18,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01039,66,7,3314.01,473.43,2,3,4,234,3.05,At Risk,2,Loyal High-Value
CUST_01040,19,2,353.95,176.975,3,1,1,311,1.6,Regular,2,Loyal High-Value
CUST_01041,0,39,47821.66,1226.1964102564104,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_01042,0,14,3563.26,254.51857142857145,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_01043,11,8,2653.69,331.71125,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_01044,1,14,4465.48,318.9628571428571,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_01045,533,3,1214.31,404.77,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_01046,432,3,1020.33,340.10999999999996,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_01047,2,10,3349.61,334.961,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_01048,76,5,3460.05,692.01,1,2,4,124,2.4,About to Sleep,2,Loyal High-Value
CUST_01049,59,3,515.51,171.83666666666667,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_01050,456,4,844.21,211.0525,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_01051,60,3,1755.37,585.1233333333333,2,1,3,213,2.0,About to Sleep,2,Loyal High-Value
CUST_01052,1,24,13929.31,580.3879166666667,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01053,494,1,8.08,8.08,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01054,704,2,154.13,77.065,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01055,7,13,2212.57,170.1976923076923,4,4,3,443,3.649999999999999,Potential Loyalists,2,Loyal High-Value
CUST_01056,4,19,11664.77,613.9352631578947,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_01057,0,24,9773.75,407.2395833333333,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01058,36,5,5584.16,1116.832,2,2,4,224,2.6999999999999997,About to Sleep,2,Loyal High-Value
CUST_01059,7,11,2917.88,265.26181818181817,4,4,3,443,3.649999999999999,Potential Loyalists,2,Loyal High-Value
CUST_01060,0,24,12441.87,518.41125,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01061,439,3,828.65,276.21666666666664,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_01062,24,4,1343.69,335.9225,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_01063,18,3,2277.67,759.2233333333334,3,1,3,313,2.3,Regular,2,Loyal High-Value
CUST_01064,60,3,398.96,132.98666666666668,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_01065,735,1,35.15,35.15,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01066,12,19,13046.96,686.6821052631578,3,5,5,355,4.4,Loyal Customers,2,Loyal High-Value
CUST_01067,69,3,958.97,319.6566666666667,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_01068,2,7,1687.55,241.07857142857145,5,3,3,533,3.5999999999999996,Potential Loyalists,2,Loyal High-Value
CUST_01069,2,24,14884.13,620.1720833333334,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01070,0,17,6271.53,368.9135294117646,5,5,4,554,4.65,Champions,2,Loyal High-Value
CUST_01071,519,2,352.8,176.4,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01072,13,5,1062.4,212.48,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_01073,6,15,4117.21,274.48066666666665,4,5,4,454,4.35,Champions,2,Loyal High-Value
CUST_01074,11,12,4296.06,358.00500000000005,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_01075,5,10,10011.0,1001.1,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_01076,34,7,1760.6799999999998,251.52571428571423,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_01077,11,3,536.91,178.97,3,1,1,311,1.6,Regular,2,Loyal High-Value
CUST_01078,1,21,12912.79,614.8947619047619,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01079,0,15,8493.41,566.2273333333334,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01080,14,5,1027.44,205.488,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_01081,60,7,1221.24,174.46285714285713,2,3,2,232,2.3499999999999996,Regular,2,Loyal High-Value
CUST_01082,15,13,4407.74,339.05692307692306,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_01083,46,5,292.86,58.572,2,2,1,221,1.65,Hibernating,2,Loyal High-Value
CUST_01084,2,8,3473.96,434.245,5,3,4,534,3.95,Potential Loyalists,2,Loyal High-Value
CUST_01085,24,3,197.56,65.85333333333334,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_01086,47,4,1802.36,450.59,2,2,3,223,2.3499999999999996,About to Sleep,2,Loyal High-Value
CUST_01087,1,17,7873.02,463.11882352941177,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01088,38,8,2745.74,343.2175,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_01089,3,15,4370.9,291.3933333333333,4,5,4,454,4.35,Champions,2,Loyal High-Value
CUST_01090,9,4,800.88,200.22,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_01091,0,14,5822.17,415.8692857142857,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_01092,0,32,48614.83,1519.2134375,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_01093,37,3,854.51,284.83666666666664,2,1,2,212,1.65,About to Sleep,2,Loyal High-Value
CUST_01094,497,2,513.96,256.98,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01095,510,1,28.17,28.17,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01096,22,8,1734.27,216.78375,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_01097,26,8,3413.45,426.68125,2,3,4,234,3.05,At Risk,2,Loyal High-Value
CUST_01098,2,12,7272.34,606.0283333333333,5,4,5,545,4.65,Champions,2,Loyal High-Value
CUST_01099,1,14,6371.0,455.07142857142856,5,4,5,545,4.65,Champions,2,Loyal High-Value
CUST_01100,13,6,256.40999999999997,42.73499999999999,3,3,1,331,2.3,Needs Attention,2,Loyal High-Value
CUST_01101,39,1,60.85,60.85,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_01102,2,14,7018.32,501.3085714285714,5,4,5,545,4.65,Champions,2,Loyal High-Value
CUST_01103,59,7,1988.25,284.0357142857143,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_01104,6,12,4479.13,373.2608333333333,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_01105,12,7,2845.47,406.49571428571426,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_01106,423,2,2261.35,1130.675,1,1,3,113,1.6999999999999995,About to Sleep,1,Regular Customers
CUST_01107,1,24,16484.86,686.8691666666667,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_01108,45,7,2060.4700000000003,294.3528571428572,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_01109,424,1,839.61,839.61,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_01110,415,3,385.15,128.38333333333335,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01111,106,4,1967.02,491.755,1,2,3,123,2.05,About to Sleep,2,Loyal High-Value
CUST_01112,4,13,2975.2000000000003,228.8615384615385,4,4,3,443,3.649999999999999,Potential Loyalists,2,Loyal High-Value
CUST_01113,3,20,20203.16,1010.158,4,5,5,455,4.7,Champions,0,VIP Champions
CUST_01114,1,13,4648.29,357.5607692307692,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_01115,25,5,1374.58,274.916,2,2,2,222,2.0,About to Sleep,2,Loyal High-Value
CUST_01116,19,5,537.25,107.45,3,2,1,321,1.9499999999999995,Regular,2,Loyal High-Value
CUST_01117,9,5,980.57,196.114,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_01118,72,2,76.03,38.015,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_01119,545,2,193.02,96.51,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01120,12,14,6801.12,485.7942857142857,3,4,5,345,4.05,Loyal Customers,2,Loyal High-Value
CUST_01121,485,4,1203.99,300.9975,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_01122,2,4,1201.5500000000002,300.38750000000005,5,2,2,522,2.9000000000000004,New Customers,2,Loyal High-Value
CUST_01123,484,4,951.07,237.7675,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_01124,11,14,6017.93,429.8521428571429,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_01125,131,4,368.01,92.0025,1,2,1,121,1.35,Hibernating,2,Loyal High-Value
CUST_01126,3,21,13231.27,630.0604761904763,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_01127,33,4,457.92,114.48,2,2,1,221,1.65,Hibernating,2,Loyal High-Value
CUST_01128,430,4,1227.39,306.8475,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_01129,53,2,181.62,90.81,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_01130,10,6,1606.7,267.78333333333336,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_01131,646,4,1292.13,323.0325,1,2,2,122,1.7,About to Sleep,1,Regular Customers
CUST_01132,582,1,312.73,312.73,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01133,29,6,2182.38,363.73,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_01134,75,6,1457.9,242.98333333333335,1,3,2,132,2.05,Regular,2,Loyal High-Value
CUST_01135,3,11,3190.63,290.05727272727273,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_01136,2,18,8809.03,489.3905555555556,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01137,19,10,4658.08,465.808,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_01138,53,1,139.5,139.5,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_01139,12,5,1309.77,261.954,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_01140,113,2,456.33,228.165,1,1,1,111,1.0,Hibernating,2,Loyal High-Value
CUST_01141,29,5,1903.18,380.636,2,2,3,223,2.3499999999999996,About to Sleep,2,Loyal High-Value
CUST_01142,7,11,3409.54,309.9581818181818,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_01143,1,17,6973.59,410.2111764705882,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01144,16,4,1323.96,330.99,3,2,2,322,2.3,Regular,2,Loyal High-Value
CUST_01145,3,8,2428.71,303.58875,4,3,3,433,3.3,Potential Loyalists,2,Loyal High-Value
CUST_01146,0,7,1066.64,152.37714285714287,5,3,2,532,3.25,Potential Loyalists,2,Loyal High-Value
CUST_01147,18,8,2794.7000000000003,349.33750000000003,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_01148,0,23,24057.63,1045.9839130434782,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_01149,2,9,1980.61,220.06777777777776,5,4,3,543,3.95,Potential Loyalists,2,Loyal High-Value
CUST_01150,0,24,13838.27,576.5945833333334,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01151,480,1,63.78,63.78,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01152,31,8,686.75,85.84375,2,3,2,232,2.3499999999999996,Regular,2,Loyal High-Value
CUST_01153,29,5,4193.29,838.658,2,2,4,224,2.6999999999999997,About to Sleep,2,Loyal High-Value
CUST_01154,6,22,14897.21,677.1459090909091,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_01155,5,18,12007.45,667.0805555555555,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_01156,45,3,2384.73,794.91,2,1,3,213,2.0,About to Sleep,2,Loyal High-Value
CUST_01157,30,13,2821.08,217.00615384615384,2,4,3,243,3.05,At Risk,2,Loyal High-Value
CUST_01158,3,3,576.2,192.0666666666667,4,1,1,411,1.9,New Customers,2,Loyal High-Value
CUST_01159,24,13,4134.61,318.04692307692306,2,4,4,244,3.4,Loyal Customers,2,Loyal High-Value
CUST_01160,11,11,2122.51,192.95545454545453,3,4,3,343,3.3499999999999996,Regular,2,Loyal High-Value
CUST_01161,11,3,4146.41,1382.1366666666663,3,1,4,314,2.65,Regular,2,Loyal High-Value
CUST_01162,14,4,144.76999999999998,36.192499999999995,3,2,1,321,1.9499999999999995,Regular,2,Loyal High-Value
CUST_01163,598,2,1162.8,581.4,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_01164,684,1,66.2,66.2,1,1,1,111,1.0,Hibernating,1,Regular Customers
CUST_01165,20,7,3805.83,543.6899999999999,3,3,4,334,3.3499999999999996,Needs Attention,2,Loyal High-Value
CUST_01166,17,14,3319.79,237.12785714285715,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_01167,9,8,3638.86,454.8575,3,3,4,334,3.3499999999999996,Needs Attention,2,Loyal High-Value
CUST_01168,0,22,15669.39,712.245,5,5,5,555,5.0,Champions,2,Loyal High-Value
CUST_01169,32,7,2391.89,341.6985714285714,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
CUST_01170,3,14,8478.060000000001,605.5757142857144,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_01171,544,3,800.4100000000001,266.80333333333334,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_01172,3,16,8734.45,545.903125,4,5,5,455,4.7,Champions,2,Loyal High-Value
CUST_01173,2,5,3545.8999999999996,709.18,5,2,4,524,3.6,New Customers,2,Loyal High-Value
CUST_01174,23,3,1738.61,579.5366666666666,2,1,3,213,2.0,About to Sleep,2,Loyal High-Value
CUST_01175,9,8,6383.38,797.9225,3,3,5,335,3.7,Needs Attention,2,Loyal High-Value
CUST_01176,54,2,186.54,93.27,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_01177,2,7,763.49,109.07,5,3,2,532,3.25,Potential Loyalists,2,Loyal High-Value
CUST_01178,8,6,3048.99,508.165,4,3,3,433,3.3,Potential Loyalists,2,Loyal High-Value
CUST_01179,58,1,155.47,155.47,2,1,1,211,1.2999999999999998,Hibernating,2,Loyal High-Value
CUST_01180,3,7,6357.3,908.1857142857144,4,3,5,435,4.0,Potential Loyalists,2,Loyal High-Value
CUST_01181,0,33,36712.31,1112.4942424242424,5,5,5,555,5.0,Champions,0,VIP Champions
CUST_01182,8,11,8779.57,798.1427272727273,4,4,5,445,4.35,Champions,2,Loyal High-Value
CUST_01183,77,2,368.91,184.455,1,1,1,111,1.0,Hibernating,2,Loyal High-Value
CUST_01184,3,13,4052.55,311.7346153846154,4,4,4,444,4.0,Champions,2,Loyal High-Value
CUST_01185,8,8,4748.66,593.5825,4,3,4,434,3.65,Potential Loyalists,2,Loyal High-Value
CUST_01186,8,8,2263.2,282.9,4,3,3,433,3.3,Potential Loyalists,2,Loyal High-Value
CUST_01187,14,6,1059.05,176.50833333333333,3,3,2,332,2.6499999999999995,Needs Attention,2,Loyal High-Value
CUST_01188,33,3,1703.21,567.7366666666667,2,1,3,213,2.0,About to Sleep,2,Loyal High-Value
CUST_01189,12,6,2442.04,407.00666666666666,3,3,3,333,2.9999999999999996,Needs Attention,2,Loyal High-Value
CUST_01190,0,10,3858.12,385.812,5,4,4,544,4.3,Champions,2,Loyal High-Value
CUST_01191,522,2,769.52,384.76,1,1,2,112,1.35,About to Sleep,1,Regular Customers
CUST_01192,7,5,1802.73,360.546,4,2,3,423,2.9499999999999997,New Customers,2,Loyal High-Value
CUST_01193,1,8,1980.46,247.5575,5,3,3,533,3.5999999999999996,Potential Loyalists,2,Loyal High-Value
CUST_01194,20,13,5161.61,397.04692307692306,3,4,4,344,3.7,Loyal Customers,2,Loyal High-Value
CUST_01195,37,6,2082.04,347.00666666666666,2,3,3,233,2.6999999999999997,At Risk,2,Loyal High-Value
