transaction_id,customer_id,transaction_date,product_category,product_name,quantity,unit_price,total_amount,payment_method,country
TXN_012115,CUST_01295,2026-01-30,Home & Garden,Home & Garden Item,1,198.94,198.94,Debit Card,Germany
TXN_012116,CUST_01296,2024-08-29,Fashion,Fashion Item,1,66.09,66.09,Apple Pay,France
TXN_012117,CUST_01297,2025-09-07,Home & Garden,Home & Garden Item,1,285.33,285.33,Credit Card,UK
TXN_012118,CUST_01297,2026-01-22,Home & Garden,Home & Garden Item,2,74.53,149.06,Debit Card,UK
TXN_012119,CUST_01297,2025-10-08,Fashion,Fashion Item,1,36.65,36.65,Apple Pay,UK
TXN_012120,CUST_01297,2026-01-08,Toys,Toys Item,1,20.65,20.65,Bank Transfer,UK
TXN_012121,CUST_01297,2025-11-10,Home & Garden,Home & Garden Item,2,84.42,168.84,Credit Card,UK
TXN_012122,CUST_01297,2025-09-07,Fashion,Fashion Item,3,54.71,164.13,Credit Card,UK
TXN_012123,CUST_01297,2025-05-11,Books,Books Item,2,10.94,21.88,Credit Card,UK
TXN_012124,CUST_01297,2025-12-11,Home & Garden,Home & Garden Item,1,61.35,61.35,Apple Pay,UK
TXN_012125,CUST_01298,2026-01-18,Fashion,Fashion Item,1,29.57,29.57,Credit Card,Germany
TXN_012126,CUST_01298,2025-12-30,Beauty,Beauty Item,1,173.86,173.86,Debit Card,Germany
TXN_012127,CUST_01298,2025-11-24,Fashion,Fashion Item,1,270.42,270.42,Apple Pay,Germany
TXN_012128,CUST_01298,2025-05-30,Fashion,Fashion Item,1,263.14,263.14,Credit Card,Germany
TXN_012129,CUST_01298,2026-01-22,Fashion,Fashion Item,3,198.45,595.35,PayPal,Germany
TXN_012130,CUST_01298,2025-11-08,Home & Garden,Home & Garden Item,1,310.13,310.13,Bank Transfer,Germany
TXN_012131,CUST_01298,2025-12-30,Books,Books Item,3,16.09,48.27,Bank Transfer,Germany
TXN_012132,CUST_01298,2025-12-07,Books,Books Item,1,41.78,41.78,Bank Transfer,Germany
TXN_012133,CUST_01298,2025-12-24,Fashion,Fashion Item,1,347.47,347.47,Bank Transfer,Germany
TXN_012134,CUST_01298,2025-12-15,Fashion,Fashion Item,1,201.18,201.18,Bank Transfer,Germany
TXN_012135,CUST_01298,2025-12-24,Home & Garden,Home & Garden Item,1,347.23,347.23,Apple Pay,Germany
TXN_012136,CUST_01298,2025-12-22,Books,Books Item,2,49.61,99.22,Credit Card,Germany
TXN_012137,CUST_01298,2025-11-19,Beauty,Beauty Item,3,26.26,78.78,PayPal,Germany
TXN_012138,CUST_01298,2025-11-30,Home & Garden,Home & Garden Item,1,267.68,267.68,Credit Card,Germany
TXN_012139,CUST_01299,2025-11-15,Electronics,Electronics Item,1,532.36,532.36,Debit Card,UK
TXN_012140,CUST_01299,2025-11-15,Electronics,Electronics Item,3,1188.16,3564.48,Debit Card,UK
TXN_012141,CUST_01299,2025-11-15,Sports,Sports Item,1,303.88,303.88,Credit Card,UK
TXN_012142,CUST_01299,2026-01-04,Fashion,Fashion Item,1,154.05,154.05,PayPal,UK
TXN_012143,CUST_01299,2025-11-15,Home & Garden,Home & Garden Item,2,32.19,64.38,Credit Card,UK
TXN_012144,CUST_01299,2025-11-15,Beauty,Beauty Item,2,19.59,39.18,Debit Card,UK
TXN_012145,CUST_01299,2025-11-15,Fashion,Fashion Item,1,115.11,115.11,Bank Transfer,UK
TXN_012146,CUST_01300,2025-03-29,Beauty,Beauty Item,1,70.7,70.7,Bank Transfer,USA
TXN_012147,CUST_01300,2025-11-02,Fashion,Fashion Item,1,70.29,70.29,Apple Pay,USA
TXN_012148,CUST_01300,2025-10-13,Home & Garden,Home & Garden Item,1,158.11,158.11,Debit Card,USA
TXN_012149,CUST_01300,2025-08-28,Electronics,Electronics Item,1,911.03,911.03,Credit Card,USA
TXN_012150,CUST_01300,2026-02-03,Fashion,Fashion Item,2,220.13,440.26,Credit Card,USA
TXN_012151,CUST_01300,2025-12-04,Toys,Toys Item,1,124.86,124.86,Bank Transfer,USA
TXN_012152,CUST_01301,2024-12-12,Books,Books Item,2,38.78,77.56,Credit Card,USA
TXN_012153,CUST_01301,2026-02-06,Beauty,Beauty Item,1,86.67,86.67,Apple Pay,USA
TXN_012154,CUST_01301,2025-03-13,Fashion,Fashion Item,1,30.06,30.06,Bank Transfer,USA
TXN_012155,CUST_01301,2024-11-18,Fashion,Fashion Item,1,194.77,194.77,PayPal,USA
TXN_012156,CUST_01301,2025-06-12,Electronics,Electronics Item,1,364.15,364.15,Bank Transfer,USA
TXN_012157,CUST_01301,2025-11-25,Beauty,Beauty Item,2,23.8,47.6,Apple Pay,USA
TXN_012158,CUST_01302,2025-08-04,Beauty,Beauty Item,1,46.2,46.2,Apple Pay,USA
TXN_012159,CUST_01302,2025-08-04,Toys,Toys Item,1,150.25,150.25,Debit Card,USA
TXN_012160,CUST_01302,2025-08-04,Books,Books Item,1,36.13,36.13,Bank Transfer,USA
TXN_012161,CUST_01302,2025-12-28,Sports,Sports Item,2,169.48,338.96,Bank Transfer,USA
TXN_012162,CUST_01303,2026-01-25,Electronics,Electronics Item,3,1759.01,5277.03,PayPal,UK
TXN_012163,CUST_01303,2026-01-27,Beauty,Beauty Item,4,183.27,733.08,Debit Card,UK
TXN_012164,CUST_01303,2026-01-30,Beauty,Beauty Item,2,122.49,244.98,PayPal,UK
TXN_012165,CUST_01303,2026-01-11,Books,Books Item,4,56.19,224.76,PayPal,UK
TXN_012166,CUST_01303,2026-01-12,Fashion,Fashion Item,2,102.93,205.86,Debit Card,UK
TXN_012167,CUST_01303,2026-02-03,Electronics,Electronics Item,2,253.28,506.56,Debit Card,UK
TXN_012168,CUST_01303,2026-01-26,Electronics,Electronics Item,1,2226.54,2226.54,Bank Transfer,UK
TXN_012169,CUST_01303,2026-01-20,Beauty,Beauty Item,2,116.13,232.26,Credit Card,UK
TXN_012170,CUST_01303,2026-01-31,Fashion,Fashion Item,5,396.06,1980.3,Bank Transfer,UK
TXN_012171,CUST_01303,2025-11-23,Toys,Toys Item,2,155.0,310.0,Bank Transfer,UK
TXN_012172,CUST_01303,2026-01-18,Beauty,Beauty Item,1,95.06,95.06,Credit Card,UK
TXN_012173,CUST_01303,2026-01-28,Books,Books Item,4,76.04,304.16,Apple Pay,UK
TXN_012174,CUST_01303,2025-12-09,Home & Garden,Home & Garden Item,2,215.07,430.14,Bank Transfer,UK
TXN_012175,CUST_01303,2026-02-05,Home & Garden,Home & Garden Item,1,537.55,537.55,Debit Card,UK
TXN_012176,CUST_01303,2026-01-09,Electronics,Electronics Item,2,1972.48,3944.96,Bank Transfer,UK
TXN_012177,CUST_01303,2026-01-23,Home & Garden,Home & Garden Item,2,554.78,1109.56,Debit Card,UK
TXN_012178,CUST_01303,2026-01-05,Electronics,Electronics Item,4,2145.25,8581.0,Apple Pay,UK
TXN_012179,CUST_01303,2026-02-04,Electronics,Electronics Item,1,1806.83,1806.83,Bank Transfer,UK
TXN_012180,CUST_01303,2025-11-13,Books,Books Item,3,28.82,86.46,Bank Transfer,UK
TXN_012181,CUST_01303,2026-01-19,Books,Books Item,3,67.49,202.47,Bank Transfer,UK
TXN_012182,CUST_01303,2026-01-26,Electronics,Electronics Item,4,1776.08,7104.32,PayPal,UK
TXN_012183,CUST_01303,2025-12-18,Home & Garden,Home & Garden Item,2,320.91,641.82,PayPal,UK
TXN_012184,CUST_01303,2026-01-23,Fashion,Fashion Item,1,130.66,130.66,Apple Pay,UK
TXN_012185,CUST_01303,2025-12-14,Electronics,Electronics Item,2,1606.98,3213.96,Credit Card,UK
TXN_012186,CUST_01303,2025-12-24,Home & Garden,Home & Garden Item,2,651.48,1302.96,Bank Transfer,UK
TXN_012187,CUST_01303,2026-02-04,Fashion,Fashion Item,5,436.48,2182.4,Credit Card,UK
TXN_012188,CUST_01303,2026-01-23,Sports,Sports Item,2,220.46,440.92,Bank Transfer,UK
TXN_012189,CUST_01303,2026-01-28,Beauty,Beauty Item,2,109.87,219.74,Debit Card,UK
TXN_012190,CUST_01303,2026-02-04,Sports,Sports Item,4,277.15,1108.6,Bank Transfer,UK
TXN_012191,CUST_01303,2026-02-04,Electronics,Electronics Item,2,1531.16,3062.32,Credit Card,UK
TXN_012192,CUST_01303,2025-12-03,Home & Garden,Home & Garden Item,2,874.9,1749.8,Apple Pay,UK
TXN_012193,CUST_01303,2026-01-08,Electronics,Electronics Item,4,753.05,3012.2,Bank Transfer,UK
TXN_012194,CUST_01303,2026-01-30,Home & Garden,Home & Garden Item,1,586.73,586.73,Credit Card,UK
TXN_012195,CUST_01303,2026-01-22,Books,Books Item,4,78.46,313.84,PayPal,UK
TXN_012196,CUST_01303,2025-12-10,Electronics,Electronics Item,3,979.62,2938.86,PayPal,UK
TXN_012197,CUST_01303,2026-01-05,Fashion,Fashion Item,3,512.11,1536.33,Bank Transfer,UK
TXN_012198,CUST_01304,2025-12-25,Beauty,Beauty Item,1,23.57,23.57,PayPal,USA
TXN_012199,CUST_01304,2026-02-06,Sports,Sports Item,1,458.57,458.57,Bank Transfer,USA
TXN_012200,CUST_01304,2026-01-08,Fashion,Fashion Item,3,64.99,194.97,Apple Pay,USA
TXN_012201,CUST_01304,2026-01-26,Books,Books Item,2,65.46,130.92,Debit Card,USA
TXN_012202,CUST_01304,2026-01-09,Electronics,Electronics Item,2,2018.64,4037.28,Debit Card,USA
TXN_012203,CUST_01304,2026-01-31,Books,Books Item,2,23.18,46.36,Apple Pay,USA
TXN_012204,CUST_01304,2026-02-02,Fashion,Fashion Item,3,401.22,1203.66,Apple Pay,USA
TXN_012205,CUST_01304,2026-01-03,Fashion,Fashion Item,3,457.73,1373.19,Bank Transfer,USA
TXN_012206,CUST_01304,2026-02-03,Home & Garden,Home & Garden Item,2,700.13,1400.26,PayPal,USA
TXN_012207,CUST_01304,2026-01-26,Electronics,Electronics Item,2,2232.26,4464.52,Credit Card,USA
TXN_012208,CUST_01304,2025-10-29,Home & Garden,Home & Garden Item,2,579.16,1158.32,Debit Card,USA
TXN_012209,CUST_01304,2026-01-08,Fashion,Fashion Item,1,397.54,397.54,Credit Card,USA
TXN_012210,CUST_01304,2026-01-15,Fashion,Fashion Item,1,218.16,218.16,Apple Pay,USA
TXN_012211,CUST_01304,2026-01-26,Books,Books Item,1,20.16,20.16,Apple Pay,USA
TXN_012212,CUST_01304,2026-01-20,Beauty,Beauty Item,1,86.62,86.62,PayPal,USA
TXN_012213,CUST_01304,2026-01-09,Beauty,Beauty Item,5,158.48,792.4,Apple Pay,USA
TXN_012214,CUST_01304,2026-01-29,Sports,Sports Item,1,429.28,429.28,Bank Transfer,USA
TXN_012215,CUST_01304,2025-12-20,Home & Garden,Home & Garden Item,2,525.77,1051.54,Bank Transfer,USA
TXN_012216,CUST_01304,2026-01-24,Beauty,Beauty Item,3,121.8,365.4,Bank Transfer,USA
TXN_012217,CUST_01304,2026-02-06,Home & Garden,Home & Garden Item,2,890.59,1781.18,Apple Pay,USA
TXN_012218,CUST_01304,2026-01-14,Fashion,Fashion Item,3,370.91,1112.73,PayPal,USA
TXN_012219,CUST_01304,2025-11-21,Books,Books Item,1,64.15,64.15,Apple Pay,USA
TXN_012220,CUST_01304,2025-12-18,Fashion,Fashion Item,1,492.28,492.28,PayPal,USA
TXN_012221,CUST_01304,2026-01-30,Electronics,Electronics Item,1,561.23,561.23,Apple Pay,USA
TXN_012222,CUST_01304,2025-12-10,Fashion,Fashion Item,4,435.94,1743.76,PayPal,USA
TXN_012223,CUST_01304,2026-02-06,Fashion,Fashion Item,1,257.78,257.78,Bank Transfer,USA
TXN_012224,CUST_01304,2026-02-05,Beauty,Beauty Item,2,215.1,430.2,Credit Card,USA
TXN_012225,CUST_01304,2026-02-06,Sports,Sports Item,2,304.13,608.26,Bank Transfer,USA
TXN_012226,CUST_01304,2025-12-27,Electronics,Electronics Item,1,2203.71,2203.71,Debit Card,USA
TXN_012227,CUST_01304,2026-01-21,Fashion,Fashion Item,1,263.65,263.65,Credit Card,USA
TXN_012228,CUST_01305,2025-10-22,Home & Garden,Home & Garden Item,2,274.7,549.4,Bank Transfer,USA
TXN_012229,CUST_01305,2025-10-22,Fashion,Fashion Item,1,198.26,198.26,Debit Card,USA
TXN_012230,CUST_01305,2025-10-22,Electronics,Electronics Item,1,360.9,360.9,PayPal,USA
TXN_012231,CUST_01305,2025-10-22,Fashion,Fashion Item,1,117.42,117.42,Credit Card,USA
TXN_012232,CUST_01305,2025-10-22,Books,Books Item,1,24.82,24.82,Credit Card,USA
TXN_012233,CUST_01306,2024-10-24,Electronics,Electronics Item,1,761.22,761.22,PayPal,USA
TXN_012234,CUST_01306,2024-11-19,Fashion,Fashion Item,2,99.85,199.7,Credit Card,USA
TXN_012235,CUST_01307,2025-10-13,Electronics,Electronics Item,2,241.35,482.7,PayPal,Germany
TXN_012236,CUST_01307,2025-09-30,Fashion,Fashion Item,1,148.85,148.85,Debit Card,Germany
TXN_012237,CUST_01307,2025-09-30,Home & Garden,Home & Garden Item,1,430.76,430.76,Bank Transfer,Germany
TXN_012238,CUST_01307,2025-12-17,Books,Books Item,1,30.66,30.66,Credit Card,Germany
TXN_012239,CUST_01307,2025-10-08,Books,Books Item,1,12.29,12.29,Bank Transfer,Germany
TXN_012240,CUST_01307,2025-09-30,Toys,Toys Item,2,81.66,163.32,Debit Card,Germany
TXN_012241,CUST_01307,2025-09-30,Fashion,Fashion Item,3,288.06,864.18,Bank Transfer,Germany
TXN_012242,CUST_01307,2026-01-24,Sports,Sports Item,1,274.99,274.99,Debit Card,Germany
TXN_012243,CUST_01307,2026-01-27,Books,Books Item,1,29.58,29.58,Debit Card,Germany
TXN_012244,CUST_01307,2025-09-30,Home & Garden,Home & Garden Item,3,251.51,754.53,Bank Transfer,Germany
TXN_012245,CUST_01307,2025-11-02,Fashion,Fashion Item,1,276.3,276.3,Credit Card,Germany
TXN_012246,CUST_01307,2025-10-25,Sports,Sports Item,1,286.57,286.57,Bank Transfer,Germany
TXN_012247,CUST_01308,2024-09-15,Home & Garden,Home & Garden Item,3,212.85,638.55,Apple Pay,USA
TXN_012248,CUST_01308,2026-01-27,Home & Garden,Home & Garden Item,1,377.66,377.66,Credit Card,USA
TXN_012249,CUST_01308,2026-01-29,Fashion,Fashion Item,1,141.33,141.33,Credit Card,USA
TXN_012250,CUST_01308,2025-11-28,Home & Garden,Home & Garden Item,3,77.27,231.81,Debit Card,USA
TXN_012251,CUST_01308,2026-01-15,Books,Books Item,1,22.76,22.76,Apple Pay,USA
TXN_012252,CUST_01308,2025-11-22,Electronics,Electronics Item,2,1250.71,2501.42,Apple Pay,USA
TXN_012253,CUST_01308,2025-09-15,Fashion,Fashion Item,1,287.78,287.78,Apple Pay,USA
TXN_012254,CUST_01308,2026-01-14,Books,Books Item,1,18.86,18.86,Apple Pay,USA
TXN_012255,CUST_01308,2025-12-16,Toys,Toys Item,1,177.51,177.51,Bank Transfer,USA
TXN_012256,CUST_01308,2026-01-25,Beauty,Beauty Item,1,51.97,51.97,Apple Pay,USA
TXN_012257,CUST_01308,2025-05-15,Fashion,Fashion Item,2,237.9,475.8,PayPal,USA
TXN_012258,CUST_01308,2025-08-11,Electronics,Electronics Item,2,935.58,1871.16,PayPal,USA
TXN_012259,CUST_01308,2025-10-07,Fashion,Fashion Item,1,146.4,146.4,Debit Card,USA
TXN_012260,CUST_01308,2025-12-26,Sports,Sports Item,1,340.88,340.88,PayPal,USA
TXN_012261,CUST_01308,2025-03-24,Electronics,Electronics Item,2,129.27,258.54,Bank Transfer,USA
TXN_012262,CUST_01309,2026-01-14,Beauty,Beauty Item,1,12.17,12.17,PayPal,USA
TXN_012263,CUST_01309,2025-09-09,Fashion,Fashion Item,1,23.07,23.07,Bank Transfer,USA
TXN_012264,CUST_01309,2026-01-27,Electronics,Electronics Item,2,443.2,886.4,Debit Card,USA
TXN_012265,CUST_01309,2025-12-20,Books,Books Item,1,29.65,29.65,Debit Card,USA
TXN_012266,CUST_01309,2025-10-05,Home & Garden,Home & Garden Item,1,351.77,351.77,Credit Card,USA
TXN_012267,CUST_01309,2026-01-18,Fashion,Fashion Item,1,252.78,252.78,Debit Card,USA
TXN_012268,CUST_01309,2026-01-25,Beauty,Beauty Item,1,86.56,86.56,Debit Card,USA
TXN_012269,CUST_01309,2025-12-29,Electronics,Electronics Item,1,413.75,413.75,Credit Card,USA
TXN_012270,CUST_01310,2024-02-08,Electronics,Electronics Item,2,309.25,618.5,Apple Pay,USA
TXN_012271,CUST_01310,2024-08-19,Fashion,Fashion Item,3,133.04,399.12,Debit Card,USA
TXN_012272,CUST_01311,2024-06-28,Books,Books Item,1,11.69,11.69,Credit Card,France
TXN_012273,CUST_01312,2025-10-04,Fashion,Fashion Item,2,119.49,238.98,Credit Card,Australia
TXN_012274,CUST_01312,2025-09-13,Books,Books Item,1,14.97,14.97,Bank Transfer,Australia
TXN_012275,CUST_01312,2025-12-24,Electronics,Electronics Item,1,395.44,395.44,Bank Transfer,Australia
TXN_012276,CUST_01312,2025-09-24,Electronics,Electronics Item,1,515.89,515.89,Bank Transfer,Australia
TXN_012277,CUST_01312,2025-03-31,Beauty,Beauty Item,3,49.04,147.12,PayPal,Australia
TXN_012278,CUST_01312,2025-12-13,Home & Garden,Home & Garden Item,1,257.2,257.2,Debit Card,Australia
TXN_012279,CUST_01312,2026-01-18,Beauty,Beauty Item,1,138.78,138.78,PayPal,Australia
TXN_012280,CUST_01312,2025-12-07,Fashion,Fashion Item,2,193.5,387.0,Bank Transfer,Australia
TXN_012281,CUST_01312,2026-01-03,Fashion,Fashion Item,3,76.3,228.9,Debit Card,Australia
TXN_012282,CUST_01312,2025-10-05,Electronics,Electronics Item,1,1033.27,1033.27,Apple Pay,Australia
TXN_012283,CUST_01312,2025-10-20,Home & Garden,Home & Garden Item,1,224.98,224.98,PayPal,Australia
TXN_012284,CUST_01312,2025-08-23,Fashion,Fashion Item,2,60.07,120.14,Credit Card,Australia
TXN_012285,CUST_01313,2026-01-19,Books,Books Item,1,32.39,32.39,Debit Card,Australia
TXN_012286,CUST_01313,2025-11-19,Books,Books Item,1,18.65,18.65,Bank Transfer,Australia
TXN_012287,CUST_01313,2025-09-10,Electronics,Electronics Item,1,1061.0,1061.0,Apple Pay,Australia
TXN_012288,CUST_01313,2025-07-17,Toys,Toys Item,1,175.83,175.83,PayPal,Australia
TXN_012289,CUST_01313,2026-01-22,Electronics,Electronics Item,1,575.86,575.86,Debit Card,Australia
TXN_012290,CUST_01313,2026-02-03,Books,Books Item,3,36.67,110.01,Apple Pay,Australia
TXN_012291,CUST_01313,2026-01-26,Fashion,Fashion Item,1,172.29,172.29,Credit Card,Australia
TXN_012292,CUST_01313,2026-01-07,Fashion,Fashion Item,1,34.9,34.9,Apple Pay,Australia
TXN_012293,CUST_01313,2025-12-21,Fashion,Fashion Item,1,142.17,142.17,Apple Pay,Australia
TXN_012294,CUST_01313,2026-01-21,Books,Books Item,1,33.06,33.06,Apple Pay,Australia
TXN_012295,CUST_01313,2026-01-23,Electronics,Electronics Item,1,638.63,638.63,Apple Pay,Australia
TXN_012296,CUST_01313,2026-01-28,Beauty,Beauty Item,1,82.93,82.93,Bank Transfer,Australia
TXN_012297,CUST_01314,2026-02-06,Electronics,Electronics Item,1,616.29,616.29,Bank Transfer,Canada
TXN_012298,CUST_01314,2026-01-16,Books,Books Item,1,36.65,36.65,Credit Card,Canada
TXN_012299,CUST_01314,2025-12-20,Fashion,Fashion Item,1,324.37,324.37,Apple Pay,Canada
TXN_012300,CUST_01314,2026-01-17,Books,Books Item,1,13.31,13.31,Bank Transfer,Canada
TXN_012301,CUST_01314,2026-01-30,Home & Garden,Home & Garden Item,1,355.79,355.79,PayPal,Canada
TXN_012302,CUST_01314,2026-01-18,Sports,Sports Item,2,149.49,298.98,Credit Card,Canada
TXN_012303,CUST_01314,2025-12-20,Fashion,Fashion Item,1,297.45,297.45,Credit Card,Canada
TXN_012304,CUST_01314,2026-01-12,Electronics,Electronics Item,3,1253.01,3759.03,PayPal,Canada
TXN_012305,CUST_01314,2025-09-17,Electronics,Electronics Item,1,1736.33,1736.33,Apple Pay,Canada
TXN_012306,CUST_01314,2026-02-04,Electronics,Electronics Item,1,951.86,951.86,Apple Pay,Canada
TXN_012307,CUST_01314,2025-12-01,Home & Garden,Home & Garden Item,1,293.83,293.83,Credit Card,Canada
TXN_012308,CUST_01314,2026-01-21,Sports,Sports Item,1,38.33,38.33,Debit Card,Canada
TXN_012309,CUST_01314,2025-11-27,Beauty,Beauty Item,1,73.8,73.8,PayPal,Canada
TXN_012310,CUST_01314,2025-12-14,Beauty,Beauty Item,1,43.86,43.86,Apple Pay,Canada
TXN_012311,CUST_01314,2026-01-31,Sports,Sports Item,2,426.48,852.96,Apple Pay,Canada
TXN_012312,CUST_01314,2026-01-05,Fashion,Fashion Item,2,241.09,482.18,Debit Card,Canada
TXN_012313,CUST_01314,2026-01-09,Electronics,Electronics Item,1,254.91,254.91,Apple Pay,Canada
TXN_012314,CUST_01314,2026-01-13,Home & Garden,Home & Garden Item,1,443.81,443.81,Apple Pay,Canada
TXN_012315,CUST_01314,2025-11-01,Sports,Sports Item,3,238.42,715.26,Credit Card,Canada
TXN_012316,CUST_01314,2025-09-20,Electronics,Electronics Item,1,1245.27,1245.27,Bank Transfer,Canada
TXN_012317,CUST_01315,2026-01-10,Home & Garden,Home & Garden Item,2,444.66,889.32,Credit Card,USA
TXN_012318,CUST_01315,2026-01-11,Fashion,Fashion Item,1,288.96,288.96,PayPal,USA
TXN_012319,CUST_01315,2025-07-21,Books,Books Item,1,11.11,11.11,Credit Card,USA
TXN_012320,CUST_01315,2026-01-22,Home & Garden,Home & Garden Item,3,463.02,1389.06,PayPal,USA
TXN_012321,CUST_01315,2026-01-06,Books,Books Item,1,12.79,12.79,Debit Card,USA
TXN_012322,CUST_01315,2026-01-02,Toys,Toys Item,1,132.94,132.94,Apple Pay,USA
TXN_012323,CUST_01315,2025-09-06,Books,Books Item,2,31.49,62.98,Apple Pay,USA
TXN_012324,CUST_01315,2026-01-08,Fashion,Fashion Item,3,220.79,662.37,Bank Transfer,USA
TXN_012325,CUST_01315,2024-12-08,Electronics,Electronics Item,1,472.78,472.78,Debit Card,USA
TXN_012326,CUST_01315,2025-11-15,Electronics,Electronics Item,1,169.33,169.33,Debit Card,USA
TXN_012327,CUST_01315,2024-11-08,Fashion,Fashion Item,2,266.27,532.54,Bank Transfer,USA
TXN_012328,CUST_01315,2025-10-01,Home & Garden,Home & Garden Item,2,288.46,576.92,Debit Card,USA
TXN_012329,CUST_01315,2026-01-06,Electronics,Electronics Item,1,475.92,475.92,PayPal,USA
TXN_012330,CUST_01315,2025-07-13,Home & Garden,Home & Garden Item,1,156.03,156.03,Credit Card,USA
TXN_012331,CUST_01316,2025-09-09,Beauty,Beauty Item,3,85.7,257.1,Debit Card,Germany
TXN_012332,CUST_01316,2025-02-04,Electronics,Electronics Item,2,1176.03,2352.06,PayPal,Germany
TXN_012333,CUST_01316,2024-12-27,Fashion,Fashion Item,3,69.68,209.04,Apple Pay,Germany
TXN_012334,CUST_01316,2026-01-20,Home & Garden,Home & Garden Item,1,185.16,185.16,Apple Pay,Germany
TXN_012335,CUST_01316,2026-01-16,Home & Garden,Home & Garden Item,1,180.44,180.44,Credit Card,Germany
TXN_012336,CUST_01316,2025-08-26,Electronics,Electronics Item,1,410.38,410.38,Bank Transfer,Germany
TXN_012337,CUST_01316,2025-12-18,Electronics,Electronics Item,1,1181.42,1181.42,PayPal,Germany
TXN_012338,CUST_01316,2025-11-19,Fashion,Fashion Item,1,45.46,45.46,Apple Pay,Germany
TXN_012339,CUST_01317,2026-01-28,Fashion,Fashion Item,1,117.14,117.14,Debit Card,USA
TXN_012340,CUST_01317,2026-02-03,Home & Garden,Home & Garden Item,1,66.35,66.35,Debit Card,USA
TXN_012341,CUST_01317,2026-01-13,Home & Garden,Home & Garden Item,2,54.99,109.98,Debit Card,USA
TXN_012342,CUST_01317,2026-01-06,Electronics,Electronics Item,3,2668.4,8005.2,Bank Transfer,USA
TXN_012343,CUST_01317,2026-01-15,Electronics,Electronics Item,2,2657.63,5315.26,PayPal,USA
TXN_012344,CUST_01317,2025-12-12,Fashion,Fashion Item,2,273.35,546.7,PayPal,USA
TXN_012345,CUST_01317,2026-02-04,Beauty,Beauty Item,3,35.44,106.32,Bank Transfer,USA
TXN_012346,CUST_01317,2026-01-23,Fashion,Fashion Item,1,284.74,284.74,Credit Card,USA
TXN_012347,CUST_01317,2026-01-11,Fashion,Fashion Item,3,471.47,1414.41,PayPal,USA
TXN_012348,CUST_01317,2026-01-29,Fashion,Fashion Item,4,180.44,721.76,Apple Pay,USA
TXN_012349,CUST_01317,2026-01-15,Fashion,Fashion Item,1,335.32,335.32,Bank Transfer,USA
TXN_012350,CUST_01317,2026-01-08,Toys,Toys Item,1,256.81,256.81,PayPal,USA
TXN_012351,CUST_01317,2026-01-15,Books,Books Item,2,49.14,98.28,PayPal,USA
TXN_012352,CUST_01317,2026-01-29,Home & Garden,Home & Garden Item,2,635.47,1270.94,Bank Transfer,USA
TXN_012353,CUST_01317,2026-01-29,Beauty,Beauty Item,2,19.38,38.76,Apple Pay,USA
TXN_012354,CUST_01317,2026-01-10,Electronics,Electronics Item,2,2543.58,5087.16,Debit Card,USA
TXN_012355,CUST_01317,2025-11-28,Books,Books Item,3,38.26,114.78,Bank Transfer,USA
TXN_012356,CUST_01317,2026-01-14,Fashion,Fashion Item,2,221.91,443.82,Bank Transfer,USA
TXN_012357,CUST_01317,2026-01-30,Beauty,Beauty Item,3,68.88,206.64,PayPal,USA
TXN_012358,CUST_01317,2025-11-20,Fashion,Fashion Item,1,364.0,364.0,Bank Transfer,USA
TXN_012359,CUST_01317,2025-12-18,Home & Garden,Home & Garden Item,3,853.01,2559.03,Apple Pay,USA
TXN_012360,CUST_01317,2026-01-21,Electronics,Electronics Item,3,137.0,411.0,PayPal,USA
TXN_012361,CUST_01317,2026-01-31,Toys,Toys Item,2,343.05,686.1,Apple Pay,USA
TXN_012362,CUST_01317,2026-01-18,Beauty,Beauty Item,2,149.41,298.82,Credit Card,USA
TXN_012363,CUST_01317,2025-10-27,Fashion,Fashion Item,2,203.19,406.38,Apple Pay,USA
TXN_012364,CUST_01317,2025-12-30,Electronics,Electronics Item,3,320.83,962.49,Apple Pay,USA
TXN_012365,CUST_01317,2025-12-14,Toys,Toys Item,3,211.55,634.65,Bank Transfer,USA
TXN_012366,CUST_01317,2026-01-02,Books,Books Item,3,30.19,90.57,Bank Transfer,USA
TXN_012367,CUST_01317,2026-01-31,Toys,Toys Item,1,148.57,148.57,PayPal,USA
TXN_012368,CUST_01317,2026-01-29,Books,Books Item,4,51.53,206.12,Debit Card,USA
TXN_012369,CUST_01317,2026-01-05,Fashion,Fashion Item,5,426.98,2134.9,PayPal,USA
TXN_012370,CUST_01317,2026-01-15,Home & Garden,Home & Garden Item,2,301.97,603.94,Debit Card,USA
TXN_012371,CUST_01317,2026-01-24,Beauty,Beauty Item,2,178.43,356.86,Credit Card,USA
TXN_012372,CUST_01317,2026-01-23,Fashion,Fashion Item,1,462.29,462.29,Apple Pay,USA
TXN_012373,CUST_01317,2026-01-11,Fashion,Fashion Item,3,44.55,133.65,PayPal,USA
TXN_012374,CUST_01317,2026-02-01,Toys,Toys Item,1,340.82,340.82,Credit Card,USA
TXN_012375,CUST_01317,2025-12-18,Beauty,Beauty Item,2,262.54,525.08,Apple Pay,USA
TXN_012376,CUST_01317,2025-11-30,Beauty,Beauty Item,2,145.91,291.82,Debit Card,USA
TXN_012377,CUST_01317,2026-01-18,Books,Books Item,2,68.45,136.9,PayPal,USA
